Silence of the Lambs, The (1991)	One Flew Over the Cuckoo's Nest (1975)	0.53247404
Silence of the Lambs, The (1991)	Psycho (1960)	0.5004527
Silence of the Lambs, The (1991)	Empire Strikes Back, The (1980)	0.49914616
Contact (1997)	Contact (1997)	1.0000001
Contact (1997)	Star Wars (1977)	0.3940171
Contact (1997)	Saint, The (1997)	0.38593653
Contact (1997)	Return of the Jedi (1983)	0.38452
Contact (1997)	Star Trek: First Contact (1996)	0.37026653
Contact (1997)	G.I. Jane (1997)	0.3478285
Contact (1997)	Silence of the Lambs, The (1991)	0.3377047
Contact (1997)	Fifth Element, The (1997)	0.33458906
Contact (1997)	Twister (1996)	0.3280898
Contact (1997)	Gattaca (1997)	0.32684854
Contact (1997)	Sling Blade (1996)	0.31734344
Toy Story (1995)	Toy Story (1995)	1.0
Toy Story (1995)	Star Wars (1977)	0.54101056
Toy Story (1995)	Return of the Jedi (1983)	0.49028718
Toy Story (1995)	Beauty and the Beast (1991)	0.4573264
Toy Story (1995)	Aladdin (1992)	0.45185816
Toy Story (1995)	Forrest Gump (1994)	0.43745184
Toy Story (1995)	Willy Wonka and the Chocolate Factory (1971)	0.43245256
Toy Story (1995)	Truth About Cats & Dogs, The (1996)	0.42397994
Toy Story (1995)	Apollo 13 (1995)	0.42369536
Toy Story (1995)	Shawshank Redemption, The (1994)	0.4236034
Toy Story (1995)	Rock, The (1996)	0.41175628
English Patient, The (1996)	English Patient, The (1996)	1.0
English Patient, The (1996)	Fargo (1996)	0.35747615
English Patient, The (1996)	L.A. Confidential (1997)	0.33678356
English Patient, The (1996)	Casablanca (1942)	0.3287165
English Patient, The (1996)	Silence of the Lambs, The (1991)	0.3266646
English Patient, The (1996)	Gandhi (1982)	0.31769124
English Patient, The (1996)	To Kill a Mockingbird (1962)	0.30960447
English Patient, The (1996)	Dead Man Walking (1995)	0.30786857
English Patient, The (1996)	Third Man, The (1949)	0.3072677
English Patient, The (1996)	Forrest Gump (1994)	0.30559376
English Patient, The (1996)	Mrs. Brown (Her Majesty, Mrs. Brown) (1997)	0.30396476
Pulp Fiction (1994)	Pulp Fiction (1994)	1.0000001
Pulp Fiction (1994)	Silence of the Lambs, The (1991)	0.60537124
Pulp Fiction (1994)	Fugitive, The (1993)	0.59013873
Pulp Fiction (1994)	Usual Suspects, The (1995)	0.57547134
Pulp Fiction (1994)	Raiders of the Lost Ark (1981)	0.5464807
Pulp Fiction (1994)	Seven (Se7en) (1995)	0.51851326
Pulp Fiction (1994)	Alien (1979)	0.5071744
Pulp Fiction (1994)	Empire Strikes Back, The (1980)	0.48549494
Pulp Fiction (1994)	Shawshank Redemption, The (1994)	0.48072767
Pulp Fiction (1994)	Terminator 2: Judgment Day (1991)	0.4709982
Pulp Fiction (1994)	Blade Runner (1982)	0.47055122
Empire Strikes Back, The (1980)	Empire Strikes Back, The (1980)	1.0
Empire Strikes Back, The (1980)	Raiders of the Lost Ark (1981)	0.7931656
Empire Strikes Back, The (1980)	Star Wars (1977)	0.74720806
Empire Strikes Back, The (1980)	Return of the Jedi (1983)	0.7144373
Empire Strikes Back, The (1980)	Indiana Jones and the Last Crusade (1989)	0.68413955
Empire Strikes Back, The (1980)	Princess Bride, The (1987)	0.56951636
Empire Strikes Back, The (1980)	Terminator 2: Judgment Day (1991)	0.56778055
Empire Strikes Back, The (1980)	Alien (1979)	0.56695503
Empire Strikes Back, The (1980)	Blade Runner (1982)	0.5535181
Empire Strikes Back, The (1980)	Terminator, The (1984)	0.5430488
Empire Strikes Back, The (1980)	Braveheart (1995)	0.5407344
Titanic (1997)	Titanic (1997)	0.9999999
Titanic (1997)	Good Will Hunting (1997)	0.56308717
Titanic (1997)	Apt Pupil (1998)	0.43846282
Titanic (1997)	L.A. Confidential (1997)	0.41307327
Titanic (1997)	Amistad (1997)	0.4093435
Titanic (1997)	As Good As It Gets (1997)	0.40586194
Titanic (1997)	Tomorrow Never Dies (1997)	0.4031241
Titanic (1997)	Empire Strikes Back, The (1980)	0.35596123
Titanic (1997)	Wedding Singer, The (1998)	0.34883004
Titanic (1997)	Great Expectations (1998)	0.34223267
Titanic (1997)	Star Wars (1977)	0.33699
Schindler's List (1993)	Schindler's List (1993)	1.0
Schindler's List (1993)	Shawshank Redemption, The (1994)	0.6080391
Schindler's List (1993)	Braveheart (1995)	0.5969716
Schindler's List (1993)	One Flew Over the Cuckoo's Nest (1975)	0.5903931
Schindler's List (1993)	Forrest Gump (1994)	0.55825925
Schindler's List (1993)	It's a Wonderful Life (1946)	0.5338195
Schindler's List (1993)	Amadeus (1984)	0.52735174
Schindler's List (1993)	To Kill a Mockingbird (1962)	0.5064263
Schindler's List (1993)	Apollo 13 (1995)	0.4830062
Schindler's List (1993)	Dead Poets Society (1989)	0.48274788
Schindler's List (1993)	Gandhi (1982)	0.48016956
Fugitive, The (1993)	Fugitive, The (1993)	0.9999998
Fugitive, The (1993)	Raiders of the Lost Ark (1981)	0.66950226
Fugitive, The (1993)	Silence of the Lambs, The (1991)	0.6094337
Fugitive, The (1993)	Pulp Fiction (1994)	0.59013873
Fugitive, The (1993)	Terminator 2: Judgment Day (1991)	0.57278144
Fugitive, The (1993)	Empire Strikes Back, The (1980)	0.5280049
Fugitive, The (1993)	Speed (1994)	0.52357537
Fugitive, The (1993)	Hunt for Red October, The (1990)	0.5196691
Fugitive, The (1993)	Usual Suspects, The (1995)	0.5010031
Fugitive, The (1993)	To Kill a Mockingbird (1962)	0.49007607
Fugitive, The (1993)	Die Hard (1988)	0.48880488
Twelve Monkeys (1995)	Twelve Monkeys (1995)	1.0000001
Twelve Monkeys (1995)	Fargo (1996)	0.52228487
Twelve Monkeys (1995)	Terminator 2: Judgment Day (1991)	0.46433312
Twelve Monkeys (1995)	Blade Runner (1982)	0.44166568
Twelve Monkeys (1995)	Pulp Fiction (1994)	0.42657924
Twelve Monkeys (1995)	Alien (1979)	0.4246537
Twelve Monkeys (1995)	Rock, The (1996)	0.40952116
Twelve Monkeys (1995)	Toy Story (1995)	0.40916783
Twelve Monkeys (1995)	Brazil (1985)	0.3987726
Twelve Monkeys (1995)	Star Trek: First Contact (1996)	0.394178
Twelve Monkeys (1995)	Aliens (1986)	0.3904093
Shawshank Redemption, The (1994)	Shawshank Redemption, The (1994)	0.99999994
Shawshank Redemption, The (1994)	Schindler's List (1993)	0.6080391
Shawshank Redemption, The (1994)	One Flew Over the Cuckoo's Nest (1975)	0.6031003
Shawshank Redemption, The (1994)	Usual Suspects, The (1995)	0.5901031
Shawshank Redemption, The (1994)	Forrest Gump (1994)	0.5786909
Shawshank Redemption, The (1994)	Silence of the Lambs, The (1991)	0.5547439
Shawshank Redemption, The (1994)	Dead Poets Society (1989)	0.522325
Shawshank Redemption, The (1994)	It's a Wonderful Life (1946)	0.51944226
Shawshank Redemption, The (1994)	Braveheart (1995)	0.5007466
Shawshank Redemption, The (1994)	Pulp Fiction (1994)	0.48072767
Shawshank Redemption, The (1994)	Empire Strikes Back, The (1980)	0.4740412
Air Force One (1997)	Air Force One (1997)	1.0
Air Force One (1997)	Conspiracy Theory (1997)	0.45983306
Air Force One (1997)	Ransom (1996)	0.42787498
Air Force One (1997)	Jerry Maguire (1996)	0.3691767
Air Force One (1997)	Sense and Sensibility (1995)	0.36354113
Air Force One (1997)	Star Trek: First Contact (1996)	0.33660167
Air Force One (1997)	Courage Under Fire (1996)	0.3351766
Air Force One (1997)	Devil's Own, The (1997)	0.3341034
Air Force One (1997)	Mimic (1997)	0.32864273
Air Force One (1997)	Murder at 1600 (1997)	0.3277547
Air Force One (1997)	Toy Story (1995)	0.32585213
Princess Bride, The (1987)	Princess Bride, The (1987)	0.99999994
Princess Bride, The (1987)	Monty Python and the Holy Grail (1974)	0.61931664
Princess Bride, The (1987)	Raiders of the Lost Ark (1981)	0.574777
Princess Bride, The (1987)	Empire Strikes Back, The (1980)	0.56951636
Princess Bride, The (1987)	Star Wars (1977)	0.53315735
Princess Bride, The (1987)	Fugitive, The (1993)	0.48190793
Princess Bride, The (1987)	This Is Spinal Tap (1984)	0.47893426
Princess Bride, The (1987)	Indiana Jones and the Last Crusade (1989)	0.4756157
Princess Bride, The (1987)	Pulp Fiction (1994)	0.4495948
Princess Bride, The (1987)	Fish Called Wanda, A (1988)	0.44396332
Princess Bride, The (1987)	Raising Arizona (1987)	0.44302642
Jerry Maguire (1996)	Jerry Maguire (1996)	1.0000001
Jerry Maguire (1996)	Fargo (1996)	0.48875475
Jerry Maguire (1996)	Forrest Gump (1994)	0.4198487
Jerry Maguire (1996)	Toy Story (1995)	0.40924683
Jerry Maguire (1996)	Silence of the Lambs, The (1991)	0.4080042
Jerry Maguire (1996)	Independence Day (ID4) (1996)	0.3976302
Jerry Maguire (1996)	Back to the Future (1985)	0.39497116
Jerry Maguire (1996)	Mr. Holland's Opus (1995)	0.39188856
Jerry Maguire (1996)	Up Close and Personal (1996)	0.38695744
Jerry Maguire (1996)	Star Wars (1977)	0.3847105
Jerry Maguire (1996)	Ransom (1996)	0.3769604
Scream (1996)	Scream (1996)	1.0
Scream (1996)	I Know What You Did Last Summer (1997)	0.4224051
Scream (1996)	Scream 2 (1997)	0.41556272
Scream (1996)	Leaving Las Vegas (1995)	0.35159582
Scream (1996)	Seven (Se7en) (1995)	0.3477125
Scream (1996)	Star Wars (1977)	0.32907036
Scream (1996)	Game, The (1997)	0.32225823
Scream (1996)	Pulp Fiction (1994)	0.31910682
Scream (1996)	Spawn (1997)	0.3151834
Scream (1996)	Interview with the Vampire (1994)	0.3096692
Scream (1996)	Silence of the Lambs, The (1991)	0.3070081
Monty Python and the Holy Grail (1974)	Monty Python and the Holy Grail (1974)	1.0000001
Monty Python and the Holy Grail (1974)	Princess Bride, The (1987)	0.61931664
Monty Python and the Holy Grail (1974)	Monty Python's Life of Brian (1979)	0.58953696
Monty Python and the Holy Grail (1974)	This Is Spinal Tap (1984)	0.5727454
Monty Python and the Holy Grail (1974)	Raiders of the Lost Ark (1981)	0.52740896
Monty Python and the Holy Grail (1974)	Indiana Jones and the Last Crusade (1989)	0.5140598
Monty Python and the Holy Grail (1974)	Blues Brothers, The (1980)	0.49209708
Monty Python and the Holy Grail (1974)	Brazil (1985)	0.48327145
Monty Python and the Holy Grail (1974)	Empire Strikes Back, The (1980)	0.47359616
Monty Python and the Holy Grail (1974)	Back to the Future (1985)	0.4694595
Monty Python and the Holy Grail (1974)	Sting, The (1973)	0.4541575
Rock, The (1996)	Rock, The (1996)	0.99999994
Rock, The (1996)	Independence Day (ID4) (1996)	0.5300522
Rock, The (1996)	Mission: Impossible (1996)	0.49787486
Rock, The (1996)	Time to Kill, A (1996)	0.45055437
Rock, The (1996)	Ransom (1996)	0.44718093
Rock, The (1996)	Eraser (1996)	0.44644347
Rock, The (1996)	Executive Decision (1996)	0.4155346
Rock, The (1996)	Toy Story (1995)	0.41175628
Rock, The (1996)	Twelve Monkeys (1995)	0.40952116
Rock, The (1996)	Courage Under Fire (1996)	0.39274406
Rock, The (1996)	Willy Wonka and the Chocolate Factory (1971)	0.39214337
L.A. Confidential (1997)	L.A. Confidential (1997)	0.9999999
L.A. Confidential (1997)	Full Monty, The (1997)	0.47873166
L.A. Confidential (1997)	Usual Suspects, The (1995)	0.4406134
L.A. Confidential (1997)	Titanic (1997)	0.41307327
L.A. Confidential (1997)	Cop Land (1997)	0.36085388
L.A. Confidential (1997)	Ulee's Gold (1997)	0.33918867
L.A. Confidential (1997)	Gattaca (1997)	0.33719626
L.A. Confidential (1997)	English Patient, The (1996)	0.33678356
L.A. Confidential (1997)	Chinatown (1974)	0.3323584
L.A. Confidential (1997)	Lone Star (1996)	0.32212806
L.A. Confidential (1997)	North by Northwest (1959)	0.32088962
Back to the Future (1985)	Back to the Future (1985)	1.0000001
Back to the Future (1985)	Raiders of the Lost Ark (1981)	0.6169978
Back to the Future (1985)	Indiana Jones and the Last Crusade (1989)	0.60719764
Back to the Future (1985)	Die Hard (1988)	0.58359474
Back to the Future (1985)	Groundhog Day (1993)	0.5313054
Back to the Future (1985)	Empire Strikes Back, The (1980)	0.5118325
Back to the Future (1985)	Terminator, The (1984)	0.49182123
Back to the Future (1985)	Jurassic Park (1993)	0.47501498
Back to the Future (1985)	Monty Python and the Holy Grail (1974)	0.4694595
Back to the Future (1985)	Speed (1994)	0.4652947
Back to the Future (1985)	While You Were Sleeping (1995)	0.4608322
Indiana Jones and the Last Crusade (1989)	Indiana Jones and the Last Crusade (1989)	1.0000001
Indiana Jones and the Last Crusade (1989)	Empire Strikes Back, The (1980)	0.68413955
Indiana Jones and the Last Crusade (1989)	Raiders of the Lost Ark (1981)	0.6825871
Indiana Jones and the Last Crusade (1989)	Back to the Future (1985)	0.60719764
Indiana Jones and the Last Crusade (1989)	Star Wars (1977)	0.5971827
Indiana Jones and the Last Crusade (1989)	Return of the Jedi (1983)	0.5756383
Indiana Jones and the Last Crusade (1989)	Monty Python and the Holy Grail (1974)	0.5140598
Indiana Jones and the Last Crusade (1989)	True Lies (1994)	0.4956754
Indiana Jones and the Last Crusade (1989)	Fugitive, The (1993)	0.47972378
Indiana Jones and the Last Crusade (1989)	Blues Brothers, The (1980)	0.4757195
Indiana Jones and the Last Crusade (1989)	Princess Bride, The (1987)	0.4756157
Usual Suspects, The (1995)	Usual Suspects, The (1995)	1.0000001
Usual Suspects, The (1995)	Shawshank Redemption, The (1994)	0.5901031
Usual Suspects, The (1995)	Pulp Fiction (1994)	0.57547134
Usual Suspects, The (1995)	Silence of the Lambs, The (1991)	0.552918
Usual Suspects, The (1995)	Fugitive, The (1993)	0.5010031
Usual Suspects, The (1995)	Reservoir Dogs (1992)	0.47274736
Usual Suspects, The (1995)	Schindler's List (1993)	0.46491376
Usual Suspects, The (1995)	Terminator 2: Judgment Day (1991)	0.4644043
Usual Suspects, The (1995)	Seven (Se7en) (1995)	0.44808382
Usual Suspects, The (1995)	GoodFellas (1990)	0.44550827
Usual Suspects, The (1995)	L.A. Confidential (1997)	0.4406134
Braveheart (1995)	Braveheart (1995)	0.9999998
Braveheart (1995)	Schindler's List (1993)	0.5969716
Braveheart (1995)	Forrest Gump (1994)	0.5849973
Braveheart (1995)	Raiders of the Lost Ark (1981)	0.5574009
Braveheart (1995)	Empire Strikes Back, The (1980)	0.5407344
Braveheart (1995)	Shawshank Redemption, The (1994)	0.5007466
Braveheart (1995)	Seven (Se7en) (1995)	0.49138838
Braveheart (1995)	Fugitive, The (1993)	0.4713125
Braveheart (1995)	Pulp Fiction (1994)	0.4692794
Braveheart (1995)	Glory (1989)	0.45906538
Braveheart (1995)	Indiana Jones and the Last Crusade (1989)	0.44122374
One Flew Over the Cuckoo's Nest (1975)	One Flew Over the Cuckoo's Nest (1975)	1.0
One Flew Over the Cuckoo's Nest (1975)	Shawshank Redemption, The (1994)	0.6031003
One Flew Over the Cuckoo's Nest (1975)	Schindler's List (1993)	0.5903931
One Flew Over the Cuckoo's Nest (1975)	Graduate, The (1967)	0.5437163
One Flew Over the Cuckoo's Nest (1975)	Gandhi (1982)	0.5378083
One Flew Over the Cuckoo's Nest (1975)	Silence of the Lambs, The (1991)	0.53247404
One Flew Over the Cuckoo's Nest (1975)	Amadeus (1984)	0.5315663
One Flew Over the Cuckoo's Nest (1975)	It's a Wonderful Life (1946)	0.53150654
One Flew Over the Cuckoo's Nest (1975)	Dead Poets Society (1989)	0.5161942
One Flew Over the Cuckoo's Nest (1975)	Apocalypse Now (1979)	0.5159046
One Flew Over the Cuckoo's Nest (1975)	Psycho (1960)	0.48348397
Independence Day (ID4) (1996)	Independence Day (ID4) (1996)	1.0
Independence Day (ID4) (1996)	Rock, The (1996)	0.5300522
Independence Day (ID4) (1996)	Twister (1996)	0.5258271
Independence Day (ID4) (1996)	Mission: Impossible (1996)	0.48619545
Independence Day (ID4) (1996)	Star Trek: First Contact (1996)	0.4639739
Independence Day (ID4) (1996)	Men in Black (1997)	0.43717134
Independence Day (ID4) (1996)	Mr. Holland's Opus (1995)	0.43611655
Independence Day (ID4) (1996)	Hunt for Red October, The (1990)	0.4126678
Independence Day (ID4) (1996)	Jerry Maguire (1996)	0.3976302
Independence Day (ID4) (1996)	Phenomenon (1996)	0.3975755
Independence Day (ID4) (1996)	Top Gun (1986)	0.39683652
Terminator 2: Judgment Day (1991)	Terminator 2: Judgment Day (1991)	1.0
Terminator 2: Judgment Day (1991)	Terminator, The (1984)	0.8037093
Terminator 2: Judgment Day (1991)	Raiders of the Lost Ark (1981)	0.62024033
Terminator 2: Judgment Day (1991)	Die Hard (1988)	0.61187184
Terminator 2: Judgment Day (1991)	Speed (1994)	0.5847519
Terminator 2: Judgment Day (1991)	Fugitive, The (1993)	0.57278144
Terminator 2: Judgment Day (1991)	Empire Strikes Back, The (1980)	0.56778055
Terminator 2: Judgment Day (1991)	True Lies (1994)	0.56552887
Terminator 2: Judgment Day (1991)	Blade Runner (1982)	0.53773564
Terminator 2: Judgment Day (1991)	Aliens (1986)	0.5166413
Terminator 2: Judgment Day (1991)	Alien (1979)	0.49037787
Forrest Gump (1994)	Forrest Gump (1994)	0.9999998
Forrest Gump (1994)	Apollo 13 (1995)	0.62969565
Forrest Gump (1994)	Dead Poets Society (1989)	0.6113491
Forrest Gump (1994)	Braveheart (1995)	0.5849973
Forrest Gump (1994)	Shawshank Redemption, The (1994)	0.5786909
Forrest Gump (1994)	Dances with Wolves (1990)	0.5588845
Forrest Gump (1994)	Schindler's List (1993)	0.55825925
Forrest Gump (1994)	Field of Dreams (1989)	0.54138035
Forrest Gump (1994)	E.T. the Extra-Terrestrial (1982)	0.53784895
Forrest Gump (1994)	Amadeus (1984)	0.5335425
Forrest Gump (1994)	Raiders of the Lost Ark (1981)	0.51752
Amadeus (1984)	Amadeus (1984)	1.0
Amadeus (1984)	E.T. the Extra-Terrestrial (1982)	0.5412081
Amadeus (1984)	Forrest Gump (1994)	0.5335425
Amadeus (1984)	One Flew Over the Cuckoo's Nest (1975)	0.5315663
Amadeus (1984)	Schindler's List (1993)	0.52735174
Amadeus (1984)	Raiders of the Lost Ark (1981)	0.490833
Amadeus (1984)	Young Frankenstein (1974)	0.48884952
Amadeus (1984)	Dead Poets Society (1989)	0.48716596
Amadeus (1984)	Graduate, The (1967)	0.48195925
Amadeus (1984)	Gandhi (1982)	0.46709886
Amadeus (1984)	Silence of the Lambs, The (1991)	0.4662649
Alien (1979)	Alien (1979)	0.99999994
Alien (1979)	Aliens (1986)	0.77605516
Alien (1979)	Blade Runner (1982)	0.7257652
Alien (1979)	Silence of the Lambs, The (1991)	0.56846154
Alien (1979)	Empire Strikes Back, The (1980)	0.56695503
Alien (1979)	Raiders of the Lost Ark (1981)	0.53593755
Alien (1979)	Pulp Fiction (1994)	0.5071744
Alien (1979)	Terminator, The (1984)	0.4974264
Alien (1979)	Terminator 2: Judgment Day (1991)	0.49037787
Alien (1979)	Full Metal Jacket (1987)	0.4866461
Alien (1979)	Clockwork Orange, A (1971)	0.48239547
Full Monty, The (1997)	Full Monty, The (1997)	0.9999999
Full Monty, The (1997)	L.A. Confidential (1997)	0.47873166
Full Monty, The (1997)	Wings of the Dove, The (1997)	0.3189136
Full Monty, The (1997)	Fargo (1996)	0.31760842
Full Monty, The (1997)	Boogie Nights (1997)	0.31645277
Full Monty, The (1997)	Trainspotting (1996)	0.30770013
Full Monty, The (1997)	Boot, Das (1981)	0.29946685
Full Monty, The (1997)	In & Out (1997)	0.29392985
Full Monty, The (1997)	Postino, Il (1994)	0.29183692
Full Monty, The (1997)	C'est arrivé près de chez vous (1992)	0.29071948
Full Monty, The (1997)	Good Will Hunting (1997)	0.28443158
Star Trek: First Contact (1996)	Star Trek: First Contact (1996)	1.0000001
Star Trek: First Contact (1996)	Star Trek IV: The Voyage Home (1986)	0.5595606
Star Trek: First Contact (1996)	Star Trek: The Wrath of Khan (1982)	0.50095975
Star Trek: First Contact (1996)	Star Trek VI: The Undiscovered Country (1991)	0.49783498
Star Trek: First Contact (1996)	Star Trek: Generations (1994)	0.4804925
Star Trek: First Contact (1996)	Independence Day (ID4) (1996)	0.4639739
Star Trek: First Contact (1996)	Star Wars (1977)	0.46272784
Star Trek: First Contact (1996)	Return of the Jedi (1983)	0.42373267
Star Trek: First Contact (1996)	Mission: Impossible (1996)	0.41756183
Star Trek: First Contact (1996)	Sense and Sensibility (1995)	0.40694654
Star Trek: First Contact (1996)	Twelve Monkeys (1995)	0.394178
Blade Runner (1982)	Blade Runner (1982)	1.0000001
Blade Runner (1982)	Alien (1979)	0.7257652
Blade Runner (1982)	Aliens (1986)	0.5718217
Blade Runner (1982)	Raiders of the Lost Ark (1981)	0.5564102
Blade Runner (1982)	Empire Strikes Back, The (1980)	0.5535181
Blade Runner (1982)	Terminator 2: Judgment Day (1991)	0.53773564
Blade Runner (1982)	Terminator, The (1984)	0.5307163
Blade Runner (1982)	Brazil (1985)	0.5145883
Blade Runner (1982)	Star Trek: The Wrath of Khan (1982)	0.49769452
Blade Runner (1982)	Pulp Fiction (1994)	0.47055122
Blade Runner (1982)	2001: A Space Odyssey (1968)	0.46247762
Terminator, The (1984)	Terminator, The (1984)	1.0000001
Terminator, The (1984)	Terminator 2: Judgment Day (1991)	0.8037093
Terminator, The (1984)	Raiders of the Lost Ark (1981)	0.6284392
Terminator, The (1984)	Die Hard (1988)	0.56988764
Terminator, The (1984)	Empire Strikes Back, The (1980)	0.5430488
Terminator, The (1984)	Blade Runner (1982)	0.5307163
Terminator, The (1984)	Speed (1994)	0.522983
Terminator, The (1984)	Aliens (1986)	0.5226244
Terminator, The (1984)	True Lies (1994)	0.5215155
Terminator, The (1984)	Star Trek: The Wrath of Khan (1982)	0.497453
Terminator, The (1984)	Alien (1979)	0.4974264
Casablanca (1942)	Casablanca (1942)	1.0
Casablanca (1942)	Citizen Kane (1941)	0.5694696
Casablanca (1942)	Wizard of Oz, The (1939)	0.5457681
Casablanca (1942)	Vertigo (1958)	0.5309168
Casablanca (1942)	Maltese Falcon, The (1941)	0.5276882
Casablanca (1942)	African Queen, The (1951)	0.515722
Casablanca (1942)	Silence of the Lambs, The (1991)	0.48088095
Casablanca (1942)	E.T. the Extra-Terrestrial (1982)	0.4627312
Casablanca (1942)	One Flew Over the Cuckoo's Nest (1975)	0.4561197
Casablanca (1942)	Raiders of the Lost Ark (1981)	0.45560223
Casablanca (1942)	Gone with the Wind (1939)	0.45103294
Dead Man Walking (1995)	Dead Man Walking (1995)	1.0
Dead Man Walking (1995)	Leaving Las Vegas (1995)	0.45963976
Dead Man Walking (1995)	Fargo (1996)	0.4265951
Dead Man Walking (1995)	Shawshank Redemption, The (1994)	0.41204074
Dead Man Walking (1995)	Sense and Sensibility (1995)	0.39925262
Dead Man Walking (1995)	Secrets & Lies (1996)	0.39536694
Dead Man Walking (1995)	Postino, Il (1994)	0.39224905
Dead Man Walking (1995)	Mr. Holland's Opus (1995)	0.38145494
Dead Man Walking (1995)	Jerry Maguire (1996)	0.37127033
Dead Man Walking (1995)	Usual Suspects, The (1995)	0.36527914
Dead Man Walking (1995)	Lone Star (1996)	0.35836324
Aliens (1986)	Aliens (1986)	1.0
Aliens (1986)	Alien (1979)	0.77605516
Aliens (1986)	Blade Runner (1982)	0.5718217
Aliens (1986)	Silence of the Lambs, The (1991)	0.5554646
Aliens (1986)	Raiders of the Lost Ark (1981)	0.5301092
Aliens (1986)	Terminator, The (1984)	0.5226244
Aliens (1986)	Terminator 2: Judgment Day (1991)	0.5166413
Aliens (1986)	Star Trek: The Wrath of Khan (1982)	0.4790441
Aliens (1986)	Fugitive, The (1993)	0.47026318
Aliens (1986)	Empire Strikes Back, The (1980)	0.4680851
Aliens (1986)	Pulp Fiction (1994)	0.46432012
When Harry Met Sally... (1989)	When Harry Met Sally... (1989)	0.9999998
